iter	Logloss
0	0.4056244347
1	0.2294851053
2	0.1328870265
3	0.08816273992
4	0.05203929215
5	0.03421922228
6	0.02307659305
7	0.01570500516
8	0.01124385257
9	0.008369171772
10	0.006381774307
11	0.005114054366
12	0.004213524
13	0.003660936752
14	0.003226624002
15	0.002939884001
16	0.002717138165
17	0.002557179678
18	0.002423517637
19	0.002368201839
20	0.002243047551
21	0.002256870306
22	0.002227269953
23	0.002175553463
24	0.002115098246
25	0.002025689827
26	0.002003692479
27	0.001974563719
28	0.001947332401
29	0.00185966554
30	0.001813104824
31	0.001802164942
32	0.001802161684
33	0.001782832799
34	0.001726876935
35	0.001726891398
36	0.001693688174
37	0.001669079828
38	0.001642246021
39	0.001619641669
40	0.00159633826
41	0.00155289477
42	0.001522184688
43	0.001482691652
44	0.00146737583
45	0.001439985817
46	0.001395535978
47	0.001377925035
48	0.001377925035
49	0.001377926318
50	0.001343426212
51	0.001329197965
52	0.001329203109
53	0.001317042089
54	0.00129868215
55	0.001280127134
56	0.001249456804
57	0.001229979536
58	0.001229979536
59	0.001216787685
60	0.001203357678
61	0.001165418908
62	0.001149206968
63	0.001149202304
64	0.001149202304
65	0.001130018759
66	0.001130018759
67	0.001112552457
68	0.001112561141
69	0.001112547663
70	0.001112541199
71	0.001108932113
72	0.001098366196
73	0.001087760731
74	0.001087053469
75	0.001067327946
76	0.001064069251
77	0.001058800209
78	0.001024478843
79	0.001024472027
80	0.001024463893
81	0.001004832106
82	0.001004820105
83	0.0009980017945
84	0.0009980039803
85	0.0009829200727
86	0.0009810348265
87	0.000980940289
88	0.000980940289
89	0.0009701273718
90	0.0009502107113
91	0.0009448148538
92	0.0009448176395
93	0.000944810771
94	0.0009447908144
95	0.0009447883473
96	0.0009302765522
97	0.0009207202935
98	0.0008993410596
99	0.000897979125
100	0.0008979762701
101	0.0008833680392
102	0.0008666185867
103	0.0008666038277
104	0.0008665913676
105	0.0008629242249
106	0.0008629195146
107	0.0008629195146
108	0.0008629187942
109	0.0008629054348
110	0.0008628863766
111	0.0008628863766
112	0.0008551755601
113	0.0008469171993
114	0.0008419453268
115	0.0008219785284
116	0.0008219839
117	0.0008219757253
118	0.0008150739412
119	0.0008076464594
120	0.0008076321046
121	0.0007965162467
122	0.0007894861275
123	0.000789465781
124	0.0007758710431
125	0.0007758522837
126	0.0007758348599
127	0.0007756883223
128	0.0007756838509
129	0.0007756775521
130	0.0007756660022
131	0.0007745861644
132	0.0007692932396
133	0.0007602147232
134	0.0007558415349
135	0.0007514623159
136	0.0007514564529
137	0.0007360274954
138	0.0007360130521
139	0.0007358907633
140	0.0007358821114
141	0.0007358759937
142	0.0007355896578
143	0.0007355751939
144	0.00073556646
145	0.0007355632636
146	0.0007355610224
147	0.0007354583129
148	0.0007354523895
149	0.0007354382757
150	0.0007354200375
151	0.000735428242
152	0.0007354127551
153	0.0007354010293
154	0.0007353694193
155	0.0007353687254
156	0.0007352652322
157	0.0007352086438
158	0.0007351519468
159	0.0007350876135
160	0.0007349999487
161	0.0007349942397
162	0.0007349318462
163	0.0007348782232
164	0.0007348387909
165	0.0007344772677
166	0.0007344499885
167	0.0007344464763
168	0.0007344319643
169	0.0007344264717
170	0.0007344091038
171	0.000734395244
172	0.000734395244
173	0.0007343838032
174	0.0007343629987
175	0.0007343494579
176	0.0007343369135
177	0.0007343176211
178	0.0007343060891
179	0.0007342906718
180	0.0007342803924
181	0.0007342565291
182	0.0007342445938
183	0.000734233852
184	0.0007342227797
185	0.0007342016494
186	0.0007341895546
187	0.0007341716835
188	0.0007341550471
189	0.0007341400419
190	0.0007341266014
191	0.0007341047208
192	0.0007340912643
193	0.0007340811646
194	0.0007340552205
195	0.0007340548863
196	0.0007340394934
197	0.0007340314199
198	0.0007340025916
199	0.0007339916041
200	0.0007339735015
201	0.0007339711141
202	0.0007335938267
203	0.0007335969557
204	0.0007335836009
205	0.0007335806878
206	0.000733574207
207	0.0007335608692
208	0.0007335560811
209	0.0007335441086
210	0.0007335215552
211	0.0007334942214
212	0.000733477938
213	0.0007334604308
214	0.0007334263926
215	0.0007334223529
216	0.0007333979198
217	0.0007333931523
218	0.0007333274537
219	0.0007333224978
220	0.0007333126722
221	0.0007332912069
222	0.0007332687328
223	0.0007332519094
224	0.0007332297588
225	0.0007331925738
226	0.0007331711616
227	0.0007331531071
228	0.0007331314653
229	0.0007331244094
230	0.0007331058462
231	0.0007330802784
232	0.000733063906
233	0.0007330632217
234	0.0007330454702
235	0.0007330328749
236	0.000732974131
237	0.0007329678968
238	0.0007329623913
239	0.0007329381183
240	0.000732923603
241	0.0007329150942
242	0.0007329005281
243	0.0007328854399
244	0.0007328776694
245	0.000732871245	0246	0.000732852246	0247	0.000732849699
248	0.0007328201291
249	0.0007328077249	250	0.0007327807250	251	0.0007327429251	252	0.0007327362495
253	0.0007327205486
254	0.0007327132616
255	0.0007327117184
256	0.000732699454
257	0.0007326848861
258	0.0007326905396
259	0.0007326710029
260	0.0007326330982
261	0.0007326325386
262	0.0007326139763
263	0.000732612263	0264	0.000732607264	265	0.0007325915265	266	0.0007325644266	267	0.0007325440267	268	0.0007325169268	0.0008936520495
269	270	0.0007324784270	271	0.0007324642271	272	0.000732444272	0.0008936275849
273	0.0008936182506
274	0.0008936146513
275	0.0008936077068
276	0.0008936034929
277	0.0008935959933
278	0.0008935883988
279	0.0008935793395
280	0.0008935706143
281	0.0008935667194
282	0.0008935619551
283	0.000893562154
284	0.0008935556599
285	0.0008935537153
286	0.0008935497489
287	0.0008935559317
288	0.000893551562
289	0.0008935492566
290	0.0008935479779
291	0.0008935423441
292	0.0008935417153
293	0.0008935351727
294	0.0008935211483
295	0.0008935172883
296	0.0008935214004
297	0.000893512006
298	0.0008935059987
299	0.0008935095572
81771671
299	0.0006581771671
